0	0	11	416	344
0	1	640	640	440
0	1	760	800	440
0	1	800	872	488
0	1	776	880	480
0	1	640	664	384
0	1	488	408	280
0	1	280	80	200
0	1	24	-160	24
0	1	-24	-432	0
0	1	-40	-496	0
0	1	0	-504	0
0	1	0	-472	0
0	1	0	-440	0
0	1	0	-424	0
0	1	0	-384	0
0	1	0	-360	0
0	1	0	-344	0
0	1	0	-344	0
0	1	0	-312	0
0	1	0	-304	0
0	1	0	-304	0
0	1	0	-280	0
0	1	0	-280	0
0	1	0	-272	0
0	1	0	-264	0
0	1	0	-256	0
0	1	0	-240	0
0	1	0	-224	0
0	1	0	-224	0
0	1	0	-200	0
0	1	0	-200	0
0	1	8	-192	0
0	1	16	-160	0
0	1	16	-160	0
0	1	16	-144	0
0	1	16	-144	0
0	1	24	-120	0
0	1	40	-112	0
0	1	40	-104	0
0	1	40	-120	0
0	1	56	-80	0
0	1	56	-80	0
0	1	56	-64	0
0	1	56	-64	0
0	1	56	-80	0
0	1	80	-64	0
0	1	80	-64	0
0	1	80	-64	0
0	1	80	-40	0
0	1	96	-40	0
0	1	80	-40	0
0	1	80	-24	0
0	1	96	-24	0
0	1	96	0	0
0	1	120	0	0
0	1	120	0	0
0	1	120	0	0
0	1	224	48	56
0	1	448	360	264
0	1	584	600	424
0	1	672	672	496
0	1	656	640	496
0	1	520	440	344
0	1	360	200	128
0	1	152	-24	0
0	1	40	-152	0
0	1	40	-144	0
0	1	56	-80	0
0	1	56	-80	0
0	1	56	-80	0
0	1	56	-80	0
0	1	56	-64	0
0	1	48	-64	0
0	1	0	-200	0
0	1	-72	-480	0
0	1	480	496	216
0	1	4840	6376	1200
0	1	3008	3552	-1112
0	1	240	-528	-3600
0	1	-584	-1624	-3064
PT   1   1   1   1   1   1   1   1   1   1   1    1     1     1    1   1   1   1   1   1 200
0	1	-112	-592	-200
0	1	0	-320	456
0	1	0	-424	56
0	1	-24	-384	40
0	1	0	-328	40
0	1	0	-280	40
0	1	0	-272	40
0	1	8	-224	96
0	1	16	-160	80
0	1	24	-56	120
0	1	96	0	160
0	1	152	0	176
0	1	200	24	176
0	1	248	48	200
0	1	320	88	200
0	1	376	200	200
0	1	400	288	248
0	1	496	424	296
0	1	576	600	360
0	1	744	744	440
0	1	800	872	472
0	1	776	880	496
0	1	680	744	400
0	1	544	528	304
0	1	360	216	200
0	1	80	-64	104
0	1	0	-360	0
0	1	-56	-480	0
0	1	-64	-480	0
0	1	-8	-480	0
0	1	0	-440	0
0	1	0	-424	0
